NR_ADMINISTRATIE,CODE_FUNCTIE,CODE_SOORT,NAAM_VOLLEDIG,full_address,POSTCODE_VEST,NAAM_PLAATS_VEST,PROVINCIE_VEST,location_status,facility_type,years_of_operation,decade_opened,decade_closed,operation_period,DT_IN_BEDRIJF,DT_UIT_BEDRIJF
09TG,U,BAS,Basissch De Luithorst,De Gildekamp 6010.0 ,6545LX,NIJMEGEN,Gelderland,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09TH,U,BAS,Ds J L Piersonschool,Schoolstraat 13.0 ,7255CD,HENGELO GLD,Gelderland,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09TH,U,BAS,Christelijke Jenaplanschool Pierson,Rozenstraat 14.0 a,7255XT,HENGELO GLD,Gelderland,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09TI,U,BAS,De Hooiberg,Dorsvloer 25.0 ,7623DX,BORNE,Overijssel,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09TJ,U,BAS,Basisschool De Zonheuvel,Burgemeesterpark 29.0 ,3971CV,DRIEBERGEN-RIJSENBURG,Utrecht,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09TM,U,BAS,De Horizon,Koningin Wilhelminalaan 20.0 ,7415KS,DEVENTER,Overijssel,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09TP,U,BAS,Wilhelminaschool,Natersweg 7.0 ,3082VA,ROTTERDAM,Zuid-Holland,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09TV,U,BAS,Basissch Ds Doekesschool,Frits de Zwerverlaan 7.0 ,7771CV,HARDENBERG,Overijssel,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09TW,U,BAS,De Ark,Kruisakkers 1.0 ,6662DV,ELST GLD,Gelderland,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09TX,U,BAS,John F. Kennedy-School,Obrechtlaan 12.0 ,2692BV,'S-GRAVENZANDE,Zuid-Holland,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09TY,U,BAS,Hervormde Basisschool Doornspijk,Oude Kerkweg 75.0 ,8085AM,DOORNSPIJK,Gelderland,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09TZ,U,BAS,Willem de Zwijgerschool,Graaf Willemlaan 20.0 ,3341CE,HENDRIK-IDO-AMBACHT,Zuid-Holland,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09TZ,U,BAS,Willem de Zwijgerschool,IJdenhove 238.0 ,3341RL,HENDRIK-IDO-AMBACHT,Zuid-Holland,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09UA,U,BAS,Christelijke Basisschool De Brink,Lijsterbeslaan 54.0 ,3831XL,LEUSDEN,Utrecht,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09UA,U,BAS,Christelijke Basisschool De Brink,De Biezenkamp 290.0 ,3831JA,LEUSDEN,Utrecht,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09UD,U,BAS,Christelijke Basisschool De Orientaesje,Felixwei 17.0 ,9051KE,STIENS,Friesland,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09UE,U,BAS,Ds G H Kerstenschool,Klaas Katerstraat 1.0 ,2982XE,RIDDERKERK,Zuid-Holland,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09UE,U,BAS,Ds G H Kerstenschool,Margriete van Comenestr 2.0 ,2982PH,RIDDERKERK,Zuid-Holland,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09UG,U,BAS,Chr Basissch A Bakhuis,Hoofdweg 56.0 ,7676AG,WESTERHAAR-VRIEZENVEENSE,Overijssel,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09UG,U,BAS,Christelijke Basisschool De Fontein,Oranjestraat 2.0 c,7676BH,WESTERHAAR-VRIEZENVEENSE,Overijssel,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09UH,U,BAS,Basisschool Kienehoef,Mariannestraat 34.0 A,5491JD,SINT-OEDENRODE,Noord-Brabant,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09UI,U,BAS,Rooms Katholieke Basisschool De Schakel,Van Alphenplein 6.0 ,2353BX,LEIDERDORP,Zuid-Holland,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09UJ,U,BAS,Herv Sch V Bso T Kompas,Snellenweer 1.0 -3,4251VV,WERKENDAM,Noord-Brabant,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09UJ,U,BAS,Hervormde Basisschool 't Kompas,Snellenweer 1.0 ,4251VV,WERKENDAM,Noord-Brabant,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09UJ,U,BAS,Hervormde Basisschool 't Kompas,Hooftlanden 1.0 ,4251BE,WERKENDAM,Noord-Brabant,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09UK,U,BAS,Christelijke Basisschool De Wingerd,Da Costalaan 1.0 ,2985BC,RIDDERKERK,Zuid-Holland,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09UL,U,BAS,Kroevendonk,Langdonk 39.0 ,4707TG,ROOSENDAAL,Noord-Brabant,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09UN,U,BAS,Dr W Vd Berghschool,Gerard Doustraat 125.0 ,3781EJ,VOORTHUIZEN,Gelderland,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09UO,U,BAS,Basisschool De Borne,Grebbe 40.0 ,5032RT,TILBURG,Noord-Brabant,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09UQ,U,BAS,Christelijke Basisschool De Ichthus,Zwarteweg 46.0 ,8017AZ,ZWOLLE,Overijssel,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09UQ,U,BAS,Christelijke Basisschool De Ichthus,Zwarteweg 74.0 ,8017AZ,ZWOLLE,Overijssel,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09US,U,BAS,Bs Franciscus Xaverius,Sportparkstraat 3.0 ,5531AN,BLADEL,Noord-Brabant,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09US,U,BAS,Basisschool Franciscus Xaverius,Bergmolen 3.0 ,5531EH,BLADEL,Noord-Brabant,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09UT,U,BAS,Nassauschool,Leeuwerikstraat 21.0 ,8094AH,HATTEMERBROEK,Gelderland,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09UU,U,BAS,Rk Basissch St Jozef,Martinus vd Mortelstraat 2.0 ,4661CW,HALSTEREN,Noord-Brabant,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09UU,U,BAS,Rooms Katholieke Basisschool De Toermalijn,Rondsel 8.0 ,4661TS,HALSTEREN,Noord-Brabant,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09UU,U,BAS,Rooms Katholieke Basisschool De Toermalijn,Rondsel 144.0 ,4661TS,HALSTEREN,Noord-Brabant,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09UW,U,BAS,Koningin Julianaschool,Stationsweg 7.0 ,3648AN,WILNIS,Utrecht,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09UY,U,BAS,Basisschool De Glashorst,Glashorst 24.0 ,3925BS,SCHERPENZEEL GLD,Gelderland,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09VB,U,BAS,Basissch St Hubertus,Jagerslaan 55.0 ,5042LJ,TILBURG,Noord-Brabant,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09VE,U,BAS,Paus Joannesschool,De Weer 25.0 ,1504AH,ZAANDAM,Noord-Holland,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09VH,U,BAS,De Toorts,Marsweg 5.0 ,6941BG,DIDAM,Gelderland,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09VI,U,BAS,Bs H Hart Steenakkers,Kerkstraat 112.0 ,5126GD,GILZE,Noord-Brabant,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09VJ,U,BAS,De Wilgenburg,Waallaan 7.0 ,8032GZ,ZWOLLE,Overijssel,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09VO,U,BAS,Adriaan V Bergenschool,Beukenlaan 45.0 ,4871VG,ETTEN-LEUR,Noord-Brabant,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09VO,U,BAS,Rooms Katholieke Basisschool De Hasselbraam,Namenstraat 8.0 ,4871AG,ETTEN-LEUR,Noord-Brabant,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09VP,U,BAS,Cunera,Vondelstraat 25.0 ,1901HT,CASTRICUM,Noord-Holland,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09VR,U,BAS,Het Palet,Afrol 16.0 ,3131BA,VLAARDINGEN,Zuid-Holland,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09VR,U,BAS,Het Palet,Gedempte Biersloot 3.0 d,3131HJ,VLAARDINGEN,Zuid-Holland,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09VU,U,BAS,St Antoniussch Sch V Bso,Montfortlaan 20.0 ,5688NM,OIRSCHOT,Noord-Brabant,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09VY,U,BAS,De Carrousel,Jan van Ransdorpstraat 32.0 ,3554VZ,UTRECHT,Utrecht,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09VZ,U,BAS,Basisschool Nassauhof,Margrietlaan 80.0 ,6006ZZ,WEERT,Limburg,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09VZ,U,BAS,Brede school Moesel,Stadhouderslaan 21.0 ,6006GJ,WEERT,Limburg,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09WB,U,BAS,Basisschool Juliana van Stolbergschool,Vendelseweg 32.0 ,3905LD,VEENENDAAL,Utrecht,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09WB,U,BAS,Basisschool Juliana van Stolbergschool,De Sterke Arm 2.0 A,3901ER,VEENENDAAL,Utrecht,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09WB,U,BAS,School JUUL,Karel Fabritiusstraat 1.0 ,3904TG,VEENENDAAL,Utrecht,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09WD,U,BAS,Basisschool Triangel,Linnerhof 36.0 ,6067EJ,LINNE,Limburg,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09WE,U,BAS,St Joseph-School,Achterweg 3.0 -5,2161GA,LISSE,Zuid-Holland,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09WE,U,BAS,Kindercampus Joseph,Achterweg 7.0 7a,2161GA,LISSE,Zuid-Holland,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09WF,U,BAS,St Aloysius Basisschool,Rembrandtstraat 5.0 ,2681AX,MONSTER,Zuid-Holland,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09WF,U,BAS,WSKO De Zeester,Kloosterlaan 4.0 ,2681LB,MONSTER,Zuid-Holland,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09WH,U,BAS,Basisschool Kardinaal Alfrink,Koordsteeg 11.0 ,7161WP,NEEDE,Gelderland,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09WL,U,BAS,Rooms Katholieke Basisschool De Dagobert,Predikbroedersweg 1.0 ,4003AL,TIEL,Gelderland,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09WN,U,BAS,St Jansschool,Kerkhofstraat 4.0 A,7641CB,WIERDEN,Overijssel,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09WO,U,BAS,BasisschoolAugustinus,De Gouwe 21.0 ,1121GC,LANDSMEER,Noord-Holland,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09WP,U,BAS,De Regenboog,Brandakkerstraat 8.0 ,1566XD,ASSENDELFT,Noord-Holland,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09WS,U,BAS,Rooms Katholieke Basisschool Pax Christi,Eendrachtsweg 30.0 ,2411VL,BODEGRAVEN,Zuid-Holland,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09WT,U,BAS,Rk Bs Christus Koning,Pastoor Pottersplein 2.0 ,4815BC,BREDA,Noord-Brabant,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09WU,U,BAS,Rooms Katholieke Basisschool De Palster,Hageroos 1.0 ,4102JN,CULEMBORG,Gelderland,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09WW,U,BAS,Basisschool 't Heuvelke,Dahliastraat 4.0 ,6163CH,GELEEN,Limburg,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09WX,U,BAS,Basisschool De Ester,St. Machutusweg 2.0 A,5364RB,ESCHAREN,Noord-Brabant,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09WY,U,BAS,H Hart Basisschool,Beeklaan 184.0 ,2562AP,'S-GRAVENHAGE,Zuid-Holland,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09XA,U,BAS,Bergerhof,Pastoor Gastlaan 2.0 ,5591BM,HEEZE,Noord-Brabant,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09XB,U,BAS,Rooms Katholieke Basisschool Benedictus,J.P. Hasebroekweg 21.0 ,1851CK,HEILOO,Noord-Holland,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09XC,U,BAS,Rooms Katholieke Basisschool Hendrik Boogaard,Sportlaan 4.0 ,3223EV,HELLEVOETSLUIS,Zuid-Holland,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09XD,U,BAS,De Regenboogschool,Veldsingel 4.0 ,6581TC,MALDEN,Gelderland,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09XH,U,BAS,Rooms Katholieke Basisschool De Maten,Guido Gezellestraat 35.0 ,7576AG,OLDENZAAL,Overijssel,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09XI,U,BAS,Basisschool St Gregorius,Werfstraat 12.0 ,8251GP,DRONTEN,Flevoland,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09XJ,U,BAS,Rooms Katholieke Basisschool 't Ruimteschip,Marsstraat 2.0 ,1716WH,OPMEER,Noord-Holland,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09XL,U,BAS,Rooms Katholieke Basisschool Het Hoefblad,Hoornblad 2.0 ,1441VS,PURMEREND,Noord-Holland,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09XL,U,BAS,Oecumenische basisschool Trifolium,Pinksterbloem 67.0 -69,1441RJ,PURMEREND,Noord-Holland,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09XO,U,BAS,Rk Binnenmeerschool,Langebuurt 31.0 ,1911AS,UITGEEST,Noord-Holland,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09XP,U,BAS,De Vlaswiek,Van De Venstraat 1.0 B,5555KK,VALKENSWAARD,Noord-Brabant,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09XP,U,BAS,De Grasspriet,Van De Venstraat 9.0 ,5555KK,VALKENSWAARD,Noord-Brabant,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09XR,U,BAS,Rk Bs A Gene Wienberg,Hilleshagerweg 32.0 ,6281AE,MECHELEN,Limburg,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09XR,U,BAS,Rooms Katholieke Basisschool A Gene Wienberg,Hofstraat 14.0 ,6286CG,WITTEM,Limburg,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09XS,U,BAS,Paulusschool voor Katholiek Basisonderwijs,Duitslandstraat 11.0 ,3402TJ,IJSSELSTEIN,Utrecht,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09XS,U,BAS,Kindcentrum-Wij,Europalaan 1.0 ,3402TZ,IJSSELSTEIN,Utrecht,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09XW,U,BAS,Rooms Katholieke Basisschool De Ark,Van der Waalslaan 37.0 ,2105TC,HEEMSTEDE,Noord-Holland,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09XZ,U,BAS,Christelijke Basisschool Toermalijn,P J Troelstrastraat 24.0 ,8802RD,FRANEKER,Friesland,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09YB,U,BAS,Sch Md Bijbel De Spreng,Van Houtenlaan 3.0 ,3771CT,BARNEVELD,Gelderland,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09YE,U,BAS,Protestants Christelijke Basisschool Bethel,Noorderwijkweg 92.0 ,1943DM,BEVERWIJK,Noord-Holland,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09YF,U,BAS,Prinses Beatrixschool,Dronenplein 7.0 ,2411HE,BODEGRAVEN,Zuid-Holland,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09YH,U,BAS,Christelijke Basisschool Van Amerongen,Koningin Wilhelminastr 1.0 ,3751DD,BUNSCHOTEN-SPAKENBURG,Utrecht,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09YH,U,BAS,Christelijke Basisschool Het Sterrenlicht,Prins Clausstraat 2.0 ,3751DN,BUNSCHOTEN-SPAKENBURG,Utrecht,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09YI,U,BAS,Christelijke Dominee Cazemierschool,G.W.Spiegelstraat 4.0 ,7722ST,DALFSEN,Overijssel,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09YJ,U,BAS,Koningin Beatrixschool,Kosterijweg 7.0 ,3774BG,KOOTWIJKERBROEK,Gelderland,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09YM,U,BAS,Prot Chr Basisschool De Cirkel,Chopinstraat 10.0 ,5216EW,'S-HERTOGENBOSCH,Noord-Brabant,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09YM,U,BAS,De Vlindertuin/kindcentrum,Jac. van Looystraat 5.0 ,5216SB,'S-HERTOGENBOSCH,Noord-Brabant,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09YN,U,BAS,Bs De Spreng,Van Dedemlaan 4.0 ,3871TD,HOEVELAKEN,Gelderland,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09YO,U,BAS,Protestants Christelijke Het Middelpunt,Cromme Meth 70.0 ,3191TG,HOOGVLIET ROTTERDAM,Zuid-Holland,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09YP,U,BAS,Chr Basissch Het Bastion,Von Kropffplein 2.0 ,4791HW,KLUNDERT,Noord-Brabant,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09YR,U,BAS,Julianaschool,Postweg 5.0 ,6741BA,LUNTEREN,Gelderland,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09YR,U,BAS,De Bron,Postweg 7.0 ,6741BA,LUNTEREN,Gelderland,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09YS,U,BAS,Christelijke Basisschool Rehoboth,Hoefblad 13.0 ,2671WX,NAALDWIJK,Zuid-Holland,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09YT,U,BAS,Interconfessionele Basisschool de Tweemaster,G. Schipperstraat 1.0 ,1411TG,NAARDEN,Noord-Holland,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09YT,U,BAS,Interconfessionele Basisschool de Tweemaster,van Limburg Stirumlaan 105.0 ,1411BM,NAARDEN,Noord-Holland,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09YT,U,BAS,Interconfessionele Basisschool de Tweemaster,Van Limburg Stirumlaan 105.0 ,1411BN,NAARDEN,Noord-Holland,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09YT,U,BAS,Interconfessionele Basisschool de Tweemaster,Amersfoortsestraatweg 12.0 A,1411HC,NAARDEN,Noord-Holland,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09YU,U,BAS,Gideonschool,Kroonkruid 107.0 B,2914TK,NIEUWERKERK AD IJSSEL,Zuid-Holland,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09YW,U,BAS,Pc Basissch Pr Maurits,Zwanenveld 7318.0 ,6538TN,NIJMEGEN,Gelderland,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09YW,U,BAS,PC Basissch Pr Maurits,Zwanenveld 2524.0 ,6538NK,NIJMEGEN,Gelderland,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09YY,U,BAS,De Regenboog,Van Sytzamalaan 5.0 BG,8096AR,OLDEBROEK,Gelderland,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09YZ,U,BAS,Kon Julianasch,Tsjerk Hiddesstraat 4.0 ,9291AX,KOLLUM,Friesland,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
09YZ,U,BAS,Kon Julianasch,Johannes Bogermanstraat 25.0 ,9291HA,KOLLUM,Friesland,Active,Regular Primary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,
